,Item Number,Monetary,Frequency,Recent_Date
722,24454,623549.93,13895,2020-09-30
723,4863,5085.12,169,2013-01-29
724,88018,363661.98,3044,2020-09-30
725,41190,26228.17,509,2015-04-08
726,258,205024.5,1046,2020-09-29
727,44217,1302968.2,6812,2020-09-30
728,2380,39158.24,69,2015-11-24
729,73574,10784.13,152,2013-10-22
730,89568,15596.0,153,2014-03-27
731,903903,3711.6,29,2015-11-12
732,87402,241447.5,2931,2020-09-30
733,66863,1129.84,28,2012-03-22
734,77188,7732.29,133,2019-01-24
735,86625,40397.5,1337,2018-03-02
736,692,19797.75,94,2014-12-08
737,796,67297.5,134,2016-10-13
738,41029,190.74,12,2014-03-26
739,1814,1488.75,27,2012-11-26
740,3981,4870.5,40,2015-03-25
741,903385,68357.32,159,2020-09-25
742,901339,710.1,3,2015-05-13
743,903245,60.84,1,2012-05-02
744,903669,3672.0,8,2015-10-21
745,941167,1890.0,5,2020-09-14
746,66580,14713.5,154,2018-08-14
747,900232,585.49,9,2018-01-15
748,85987,931.14,6,2013-06-04
749,902212,406.32,4,2013-07-02
750,42101,907.8,5,2013-09-12
751,904828,140.4,1,2013-04-10
752,959160,128.25,2,2014-10-21
753,35918,13996746.95,140095,2020-09-30
754,24457,2650728.82,17829,2020-09-30
755,45247,645126.22,9595,2020-09-30
756,20246,452921.84,9094,2020-09-30
757,89200,235657.58,1227,2020-09-28
758,86835,11889.99,401,2018-05-01
759,77727,19816.11,178,2015-01-29
760,62369,11699.44,177,2014-12-10
761,27372,58925.54,802,2019-08-01
762,40184,28465.92,276,2016-05-12
763,77900,196297.28,3122,2020-09-30
764,901741,1679.94,11,2013-02-27
765,34486,11051.77,118,2014-04-30
766,44664,2330.01,57,2012-11-16
767,902966,316.8,4,2014-01-30
768,969712,13266.0,27,2020-03-23
769,904915,1043.28,5,2013-02-04
770,903273,1774.32,5,2018-03-07
771,903345,119.44,2,2012-02-09
772,88019,1490.63,10,2012-02-02
773,20536,13321.44,188,2020-09-25
774,813,8583.3,31,2013-12-19
775,42984,896948.5,7877,2020-09-29
776,48101,478164.51,6864,2020-09-30
777,57125,1131908.69,16401,2020-09-30
778,5034,17037.87,377,2015-03-30
779,5105,233106.5,1413,2020-09-30
780,5133,749455.05,6421,2020-09-30
781,77848,225258.52,1936,2020-09-29
782,901224,3044.76,29,2018-02-09
783,901084,1981.92,11,2014-06-03
784,67159,36039.74,511,2015-04-30
785,843,36183.3,41,2014-06-03
786,32650,21342.16,184,2015-09-30
787,808,41107.76,180,2015-12-26
788,905427,10800.0,43,2015-12-30
789,2946,3307.5,37,2016-01-07
790,901376,1746.0,2,2016-07-13
791,902402,70.2,4,2016-03-17
792,3402,241290.0,21,2012-07-19
793,904620,568.32,6,2013-04-24
794,902623,4137.3,7,2020-01-23
795,906854,416.88,2,2012-12-28
796,936020,204.96,2,2015-02-18
797,903611,70921.8,43,2020-08-13
798,901638,6026.88,13,2020-08-24
799,19063,735892.42,16695,2020-09-30
800,30318,1296218.58,14387,2020-09-30
801,52317,410839.33,3913,2020-09-30
802,82147,312790.07,5487,2020-09-29
803,40191,225347.8,3343,2020-09-30
804,71731,60499.08,669,2016-01-25
805,58836,321492.55,6560,2020-08-27
806,63530,448886.25,7000,2020-09-30
807,35505,100242.84,2159,2018-08-06
808,27476,625395.0,2508,2020-06-26
809,904997,10505.16,30,2014-03-10
810,64000,328201.22,4615,2020-09-30
811,19070,536032.88,1281,2020-09-30
812,5516,622715.53,1501,2018-04-09
813,663,8045.73,57,2015-12-26
814,80783,4511.25,56,2013-02-20
815,77322,6995.98,343,2018-09-05
816,902424,19248.72,70,2020-05-08
817,730,15378.08,120,2014-12-10
818,34787,353457.92,1298,2020-09-30
819,965220,6638.4,25,2020-09-17
820,40202,533.49,20,2014-06-27
821,901097,206.64,3,2012-11-15
822,901287,889.02,17,2017-12-13
823,37426,562198.8,8102,2020-09-30
824,36308,29786299.86,186130,2020-09-30
825,41146,75502.87,1522,2016-01-04
826,64876,1190775.7,10745,2020-09-30
827,47790,351915.83,6353,2020-09-30
828,77570,113692.86,2438,2015-11-05
829,15621,396102.96,11326,2020-09-30
830,66295,309231.56,3473,2019-03-26
831,904563,64192.5,137,2020-09-30
832,87410,799054.99,3589,2020-09-30
833,80483,15526.35,714,2015-12-30
834,15884,169003.62,1675,2020-09-29
835,36648,380413.74,4890,2020-09-30
836,40496,3612.18,170,2013-04-23
837,904896,531.36,2,2014-06-16
838,42175,65394.32,955,2018-06-11
839,903998,3026.28,10,2020-08-31
840,40285,3165.23,95,2013-12-30
841,904964,2429.64,17,2019-06-06
842,597,6571.5,41,2014-12-19
843,35022,11648.08,189,2020-01-22
844,904624,8046.26,25,2020-08-26
845,64396,1517.0,29,2016-03-22
846,36650,835299.36,6211,2020-09-30
847,901725,1813.92,7,2015-05-13
848,46497,129273.76,1734,2020-09-30
849,1334,4838.94,42,2016-04-28
850,904826,3780.0,14,2017-07-24
851,902475,220.32,3,2015-07-14
852,903860,534.12,2,2013-02-14
853,901020,473.04,2,2012-05-25
854,82847,6011918.99,34856,2020-09-30
855,16516,669367.42,10834,2020-09-18
856,89490,24948.93,312,2014-06-25
857,34881,581645.8,3084,2020-09-30
858,64759,449645.27,4755,2020-09-30
859,644,7335.9,72,2015-05-12
860,80326,104653.54,1481,2018-08-02
861,74476,20521.74,323,2014-12-22
862,34138,15206.67,268,2013-12-31
863,33649,6295.44,88,2016-03-21
864,80437,12482.4,470,2016-09-28
865,1475,4374.0,39,2015-10-26
866,903486,13429.68,33,2020-03-20
867,89808,920.92,24,2013-06-04
868,903179,11329.24,40,2014-10-16
869,904911,15187.28,73,2014-05-15
870,44308,161493.88,1553,2020-09-30
871,43439,33807.36,747,2019-01-31
872,987256,1186.08,4,2017-02-13
873,4989,49572.0,204,2020-07-29
874,66152,3716.2,71,2014-05-21
875,905642,8872.5,17,2015-02-04
876,901457,802.62,8,2015-02-11
877,904495,4295.64,10,2013-12-19
878,915950,253.56,1,2013-12-02
879,89578,13464.0,79,2018-11-29
880,28650,1967.25,37,2018-04-24
881,902774,2547.84,6,2016-03-16
882,488,752.25,10,2015-12-14
883,15248,7463502.1,58091,2020-09-30
884,40594,3045960.0,29801,2020-09-30
885,64356,173668.8,2647,2020-09-28
886,5696,586954.56,3767,2020-09-30
887,53206,218772.73,4283,2020-09-16
888,89387,10474918.39,23436,2020-09-30
889,46506,1051461.37,5289,2020-09-30
890,27464,206900.45,1504,2020-09-30
891,77683,1219677.6,11022,2020-09-30
892,34158,145986.04,560,2020-01-30
893,64435,45723.48,645,2019-01-23
894,42462,3866.94,20,2015-08-05
895,40105,5981.25,51,2015-05-19
896,64613,3087.75,76,2015-06-16
897,64719,9884.6,127,2013-11-07
898,11470,1815.66,71,2014-03-25
899,900622,2520.9,19,2017-12-13
900,901168,1680.24,15,2018-02-09
901,10792,406515.4,2593,2020-09-30
902,904917,2236.32,5,2013-07-10
903,17176,8451.0,52,2016-01-04
904,922095,13627.5,27,2015-02-05
905,903945,900.0,7,2014-06-16
906,902276,129.6,2,2014-08-11
907,902761,538.2,2,2013-07-11
908,967286,6199.56,11,2017-07-31
909,902841,2389.62,10,2016-08-10
910,969587,1614.24,4,2016-02-03
911,972306,315.0,2,2014-06-05
912,43121,861331.77,36124,2020-09-30
913,17916,1736895.16,10497,2020-09-30
914,28866,5448415.42,35384,2020-09-30
915,37338,6741302.0,31922,2020-09-30
916,27027,649817.28,3817,2020-09-28
917,67524,339583.1,9584,2020-09-30
918,16988,249821.82,3231,2020-09-30
919,82611,557379.94,11577,2020-09-30
920,52591,280733.55,10520,2020-09-28
921,17958,4171308.74,28730,2020-09-30
922,71441,49453.26,1309,2015-03-31
923,65126,1514725.03,11597,2020-09-30
924,64615,60163.17,792,2015-09-22
925,43426,268654.69,4355,2020-09-30
926,43330,142002.35,722,2016-06-08
927,56803,20732.88,590,2018-08-28
928,31471,10110.84,293,2015-08-03
929,19400,14115.0,163,2013-12-17
930,42217,4855.95,182,2014-07-01
931,34822,9326.88,152,2015-04-02
932,28883,9738.75,70,2014-12-29
933,903726,1890.24,4,2016-08-03
934,63781,11065.68,211,2016-09-28
935,76033,6330.75,102,2016-03-31
936,903695,4507.74,15,2020-04-08
937,46142,158037.84,2225,2020-09-30
938,903687,368.28,3,2015-07-06
939,902815,3343.68,17,2014-08-28
940,902338,375.0,2,2012-12-31
941,29710,38998.62,692,2020-09-30
942,902065,2526.24,3,2014-11-03
943,80096,293841.69,7475,2020-06-26
944,10807,16261236.52,51363,2020-09-23
945,31718,178536.71,2601,2020-09-30
946,28086,1192125.21,13218,2020-09-30
947,77880,320778.18,4451,2020-09-30
948,45888,1161870.0,8617,2020-09-30
949,36010,35387.96,431,2013-12-27
950,37413,188358.4,5601,2020-07-31
951,56805,84630.84,1843,2020-09-30
952,87513,31252.22,267,2016-01-27
953,16186,2248.95,27,2013-07-16
954,62208,15211.5,181,2013-03-27
955,15616,15387.69,120,2020-01-09
956,3118,2041.02,23,2012-02-22
957,43359,1026.0,9,2015-06-29
958,916666,48539.52,180,2017-05-26
959,941220,3787.92,30,2020-03-16
960,904631,2890.56,9,2020-06-08
961,902438,29847.24,11,2014-12-01
962,904698,10606.68,14,2013-12-19
963,66518,119365.5,903,2020-09-29
964,35916,4522664.02,62738,2020-09-30
965,88183,72636.3,1418,2017-04-11
966,41694,4250969.99,32149,2020-09-30
967,42699,747562.28,11185,2020-09-08
968,52319,1015733.64,11954,2020-09-30
969,57158,314954.41,5484,2020-09-30
970,10838,324689.69,2295,2020-09-30
971,43077,303091.65,3294,2020-09-30
972,44487,181551.32,2566,2020-09-30
973,34753,651665.15,5882,2020-09-30
974,10834,253015.99,4783,2020-09-30
975,903348,21911.4,46,2015-03-26
976,16196,7738.64,96,2016-03-28
977,15658,701568.64,4051,2020-09-30
978,64715,331924.41,983,2020-09-28
979,42218,35372.07,659,2016-07-26
980,36309,2529.48,94,2015-10-01
981,40064,14954.43,161,2016-03-16
982,902597,14471.64,73,2020-09-23
983,927957,1125.0,5,2017-09-20
984,2709,31053.36,60,2013-09-12
985,904534,3508.2,26,2016-02-03
986,904629,3455.34,23,2020-07-13
987,982902,17690.4,102,2020-03-12
988,901138,3826.5,26,2017-11-30
989,904945,1082.88,6,2012-08-02
990,900630,389.84,2,2012-08-09
991,901262,292.74,4,2013-07-22
992,27022,69969.53,207,2020-09-30
993,902132,1273.68,6,2014-06-04
994,901007,113.37,1,2012-04-27
995,80456,1450639.23,18076,2020-09-30
996,89788,382040.09,1794,2019-07-24
997,82187,256576.25,5500,2020-09-30
998,40930,146297.79,1960,2015-05-26
999,43036,1417956.7,16888,2020-09-30
1000,10552,105138.96,3040,2016-09-09
1001,37599,20048.75,226,2014-02-27
1002,24706,223438.56,5346,2020-09-30
1003,49086,1854086.14,8466,2020-09-25
1004,40810,15086.88,277,2013-02-07
1005,38180,776483.0,13809,2020-07-27
1006,64573,1121800.12,6542,2020-09-30
1007,903658,3844.08,26,2017-03-20
1008,86704,23341.76,219,2015-12-30
1009,33285,1069.2,77,2013-04-25
1010,84550,507.72,4,2013-08-27
1011,86663,6765.21,76,2015-03-31
1012,987877,647.64,7,2015-12-22
1013,4769,1570.68,6,2013-07-04
1014,594,3397.5,27,2015-04-01
1015,629,8913.08,66,2014-12-31
1016,905130,6718.88,23,2016-06-27
1017,902697,1149.12,4,2016-08-16
1018,904622,91.08,1,2014-05-14
1019,72636,2780.16,56,2020-09-16
1020,903620,1102.92,9,2017-07-19
1021,976641,6631.93,21,2020-06-29
1022,72916,260172.0,2496,2020-07-09
1023,901071,1213.92,4,2014-02-27
1024,43686,199572.88,1080,2020-09-30
1025,968772,5856.72,4,2014-09-22
1026,903254,3985.92,11,2015-08-27
1027,36307,5247971.49,48210,2020-09-30
1028,80686,307212.02,6543,2020-09-30
1029,34117,1658847.75,6021,2020-09-30
1030,31666,144477.91,2992,2016-04-07
1031,55086,1658180.09,28816,2020-09-30
1032,53629,321724.31,2963,2020-09-30
1033,903755,5620.32,22,2020-08-03
1034,74560,2707.65,56,2013-02-28
1035,33999,12504.78,144,2013-01-17
1036,50375,5865.48,86,2016-06-28
1037,5443,30899.66,180,2020-01-31
1038,1488,65322.92,328,2020-09-30
1039,901054,384.24,7,2016-11-30
1040,27286,4045.84,45,2014-12-11
1041,901451,557.04,7,2015-02-11
1042,86627,7280.64,78,2016-09-12
1043,72732,93038.5,2446,2020-09-30
1044,4825,161932.5,1087,2020-09-30
1045,933316,2025.0,14,2020-02-10
1046,72364,12429.0,446,2019-02-26
1047,902399,1421.28,4,2014-02-19
1048,43334,6493382.67,73262,2020-09-30
1049,45884,433381.82,10521,2020-09-30
1050,43263,93648.15,1006,2016-03-30
1051,64776,3509273.54,16060,2020-09-23
1052,86698,303343.56,4225,2020-09-30
1053,34078,309453.87,2124,2020-09-30
1054,49186,5788190.82,20866,2020-09-18
1055,42166,471657.67,7342,2017-12-21
1056,64724,19132.5,234,2015-09-30
1057,904706,3463.04,23,2020-09-04
1058,64765,143535.43,436,2015-04-07
1059,77875,248738.96,3595,2020-09-29
1060,56193,173313.0,3671,2020-09-29
1061,88152,62599.78,653,2018-08-01
1062,939666,3197.16,22,2019-11-27
1063,903747,71573.43,186,2019-02-04
1064,5701,22507.8,127,2016-03-30
1065,35785,4915.24,96,2012-10-24
1066,44667,6559.92,110,2014-03-31
1067,65788,3846.48,56,2017-01-17
1068,554,1732.25,26,2015-09-24
1069,77724,12902.29,133,2018-09-21
1070,902699,80.82,1,2014-03-06
1071,901882,24253.74,23,2020-08-14
1072,904805,785.28,6,2013-11-13
1073,64746,106680.2,1172,2016-03-31
1074,55506,727040.19,14938,2020-09-30
1075,14199,621810.22,4608,2020-09-30
1076,33540,9815.11,147,2016-03-28
1077,39606,4723.05,92,2012-05-30
1078,41512,58781.88,916,2020-02-28
1079,902209,11276.4,28,2020-02-10
1080,904470,2014.08,14,2014-02-19
1081,902365,3406.7,15,2017-12-07
1082,927050,6961.92,11,2016-09-26
1083,52311,319.32,1,2012-02-20
1084,967757,2339.28,19,2013-12-23
1085,902128,571.68,3,2013-08-21
1086,941124,360.0,2,2012-08-23
1087,56798,60907.18,1254,2020-09-29
1088,901050,886.62,10,2016-12-12
1089,900250,2625.84,18,2018-01-15
1090,34972,1103936.62,6885,2020-09-30
1091,89139,995787.2,8014,2020-09-30
1092,40315,155303.58,1403,2020-09-30
1093,36907,619666.48,7937,2015-02-24
1094,10625,398045.56,5338,2020-09-29
1095,38088,4437468.02,14366,2020-09-30
1096,5355,24228.91,183,2015-03-26
1097,35969,32310.84,374,2015-03-30
1098,89796,310292.43,2082,2020-09-29
1099,5286,50763.29,382,2020-09-30
1100,77735,543660.0,3878,2017-01-12
1101,3310,234312.63,758,2015-10-06
1102,4723,48849.37,408,2015-03-31
1103,33827,56691.94,859,2015-12-30
1104,901043,62.7,1,2012-04-27
1105,40992,6730.94,129,2013-03-05
1106,42141,20260.95,291,2015-04-08
1107,65188,3326.96,50,2013-08-01
1108,933863,118.08,1,2013-10-02
1109,37881,60388.8,1731,2020-09-30
1110,15982,356246.37,2001,2020-09-30
1111,5037,2365253.13,7873,2020-09-30
1112,69656,969361.77,14375,2020-09-30
1113,35946,434923.71,9135,2020-09-30
1114,43076,252878.86,5346,2020-09-30
1115,68127,584360.55,5707,2020-09-28
1116,76767,107084.21,2489,2020-09-30
1117,69646,84555.06,1426,2014-10-15
1118,77487,3996912.04,4909,2020-09-30
1119,34812,358546.93,4411,2020-09-30
1120,43386,131183.52,2966,2020-01-31
1121,33966,52574.73,834,2015-07-13
1122,40669,28687.29,487,2014-03-31
1123,28370,63116.32,816,2019-01-31
1124,84144,35820.92,384,2019-05-31
1125,3373,9790.11,47,2013-01-09
1126,35788,1231.2,8,2013-07-04
1127,33737,6755.83,76,2014-12-22
1128,84207,352170.0,6067,2020-09-30
1129,5008,58024.68,247,2020-07-30
1130,904749,1688.64,5,2017-09-27
1131,901467,986.37,6,2014-09-03
1132,86832,29310.0,440,2019-02-21
1133,901028,1463.1,16,2017-11-30
1134,900223,520.56,9,2017-11-08
1135,69947,10715264.06,28794,2020-09-30
1136,59069,9182.25,105,2015-09-09
1137,30247,134309.65,2134,2020-01-27
1138,34935,426419.28,5581,2020-09-30
1139,34065,17613.32,164,2014-12-27
1140,27392,448287.1,4380,2020-09-30
1141,4646,8092.93,87,2015-12-26
1142,903124,44019.84,141,2020-09-10
1143,16580,62809.69,317,2020-07-09
1144,21075,28137.11,219,2018-01-09
1145,941991,2364.24,13,2020-01-15
1146,4150,16815.0,215,2017-10-16
1147,977577,3366.0,19,2020-08-14
1148,902678,1057.92,6,2014-05-22
1149,904285,9779.84,45,2020-09-30
1150,903923,2074.47,18,2020-02-27
1151,980295,9877.32,64,2020-03-30
1152,903663,9517.41,130,2019-12-13
1153,84201,80427.58,1391,2020-09-30
1154,901822,2847.24,13,2019-04-25
1155,946916,2153.84,17,2020-06-25
1156,39771,16077.6,634,2019-03-14
1157,994945,1984.08,7,2019-06-13
1158,57157,454283.05,8941,2020-09-30
1159,10549,263180.52,7328,2016-12-05
1160,35944,324907.3,5971,2020-09-30
1161,5350,289797.96,2363,2020-09-30
1162,43117,638716.11,3524,2017-02-02
1163,74090,479227.0,4693,2020-09-30
1164,43138,2069495.0,13909,2020-09-30
1165,82881,387910.61,6839,2020-09-30
1166,11299,1137151.2,14779,2020-09-22
1167,927368,52200.0,6,2016-11-15
1168,27080,5417.94,49,2014-12-29
1169,88332,94117.5,667,2018-08-06
1170,4197,13075.34,141,2015-12-29
1171,40399,24615.18,656,2014-12-30
1172,40007,35919.0,868,2018-05-30
1173,64590,11363.52,244,2013-07-03
1174,58893,25712.76,620,2019-05-19
1175,902207,21310.4,462,2019-12-13
1176,905067,14400.0,40,2016-06-09
1177,46503,9720.0,294,2016-01-27
1178,976038,2806.92,13,2012-06-07
1179,826,8870.16,67,2013-11-13
1180,36369,23747.94,268,2018-05-02
1181,86812,10389.6,158,2012-12-10
1182,26916,3022.17,39,2016-03-07
1183,902142,38173.44,103,2016-02-08
1184,903778,9510.94,33,2017-09-27
1185,37337,6300.0,47,2015-09-28
1186,902469,3411.24,14,2018-03-14
1187,918364,777.48,1,2013-12-18
1188,973448,4370.04,12,2019-09-09
1189,915964,10188.72,13,2019-04-25
1190,903691,3438.0,17,2020-03-30
1191,965817,326.7,3,2014-07-16
1192,900004,1134.06,14,2018-02-09
1193,15241,5362.2,208,2019-02-01
1194,948406,3262.32,12,2018-10-15
1195,939906,987.12,9,2018-05-30
1196,900246,205.2,5,2017-03-10
1197,4879,674.52,2,2013-07-10
1198,41299,409242.59,6780,2020-09-30
1199,36668,599841.93,9032,2020-09-30
1200,11285,767291.43,4342,2020-08-14
1201,902349,8798.88,39,2019-06-11
1202,65238,21071.16,142,2016-06-08
1203,62381,13595.92,174,2013-12-16
1204,903835,15878.64,43,2020-08-14
1205,19081,110367.9,180,2014-12-19
1206,77956,1368534.72,6622,2020-09-30
1207,73540,1919.66,30,2014-12-29
1208,916002,41587.8,219,2019-05-24
1209,327,6093.75,42,2015-12-29
1210,11450,1657.26,61,2014-03-31
1211,39865,137425.4,3023,2020-09-30
1212,917836,170.28,1,2013-09-17
1213,46915,2805.6,9,2013-05-31
1214,83927,2043.0,17,2013-02-12
1215,941331,2012.76,13,2020-09-08
1216,64930,1847.34,106,2012-07-06
1217,12404,1134529.57,30924,2020-09-30
1218,41989,2028543.51,28745,2020-09-30
1219,69611,886435.32,14366,2020-09-30
1220,28867,7752406.09,29413,2020-09-30
1221,89194,2029909.78,26216,2020-09-30
1222,82626,197043.94,5353,2020-07-21
1223,5349,1338998.58,5345,2020-09-30
1224,34680,12863.1,228,2013-03-28
1225,67527,5426727.99,24980,2020-09-30
1226,43501,257281.16,3065,2020-09-30
1227,65229,63120.63,1173,2015-02-16
1228,35982,25751.14,459,2014-06-30
1229,21210,40527.9,597,2015-04-01
1230,903037,62291.25,271,2020-09-29
1231,19030,11674.62,411,2014-01-02
1232,902137,5609.65,20,2017-05-08
1233,64713,76802.54,195,2015-05-12
1234,36591,34363.75,1969,2020-09-11
1235,36331,9785.7,93,2016-04-28
1236,903023,5779.92,14,2014-04-24
1237,902293,1676.16,9,2020-02-24
1238,903780,138.72,1,2012-05-02
1239,902210,269.64,2,2012-02-28
1240,988582,6365.1,11,2013-10-07
1241,61752,645.34,13,2012-02-06
1242,903384,1520.16,4,2015-12-15
1243,941336,6284.88,32,2020-09-08
1244,901838,15360.0,4,2014-06-17
1245,903555,1290.96,9,2014-03-12
1246,903939,1162.08,5,2014-12-15
1247,903606,493.92,4,2014-05-22
1248,914002,607.5,3,2016-09-07
1249,925966,6804.0,8,2018-02-19
1250,69713,78780.72,2935,2020-09-30
1251,42716,8942810.45,70410,2020-09-30
1252,40599,1259896.5,13840,2020-09-30
1253,89887,1039048.65,2475,2020-09-30
1254,89946,64157.56,1385,2015-03-31
1255,35314,292093.34,7160,2020-09-30
1256,35586,290200.05,2641,2020-09-17
1257,4125,9037.63,111,2015-06-24
1258,77122,10600.92,158,2014-03-26
1259,66834,4500.75,99,2015-12-23
1260,902499,4746.6,33,2019-09-16
1261,20316,7900.11,138,2015-09-30
1262,73058,202709.25,2093,2020-09-29
1263,1071,9070.98,28,2015-12-22
1264,633,4304.85,59,2017-01-17
1265,87406,11856.36,88,2020-09-29
1266,981176,582.12,7,2018-03-06
1267,5816,764.64,2,2013-04-09
1268,65254,3071384.74,41696,2020-09-30
1269,89193,2129409.79,29566,2020-09-30
1270,52595,491651.72,6529,2020-09-30
1271,35891,86120.22,1059,2015-05-18
1272,994992,14112.0,38,2015-07-16
1273,15686,18378.15,168,2013-11-21
1274,401,9548.52,58,2016-01-06
1275,36229,17550.0,228,2017-04-26
1276,902440,2192.16,5,2013-12-11
1277,902463,881.88,2,2015-06-03
1278,903668,6197.4,17,2017-01-23
1279,900674,5616.43,26,2015-09-14
1280,900501,382.5,9,2017-11-30
1281,986680,1954.92,10,2016-07-07
1282,27853,40470.0,470,2019-01-30
1283,66862,126.62,7,2012-03-22
1284,65266,2098.08,8,2013-06-27
1285,43025,1738999.96,18039,2020-09-30
1286,34456,4014080.57,24891,2020-09-30
1287,8825,234862.12,3833,2020-09-30
1288,63354,344072.43,4462,2020-09-02
1289,2779,4918.5,26,2012-12-03
1290,34786,620216.34,4546,2020-09-30
1291,42151,25129.65,996,2017-03-28
1292,77741,471989.4,3784,2020-09-30
1293,73508,10243.28,228,2014-07-17
1294,3036,20658.6,246,2014-11-10
1295,67274,14587.1,414,2014-03-31
1296,903130,1210.56,12,2014-12-04
1297,11216,15360.67,213,2015-03-25
1298,66208,42554.64,1000,2018-07-31
1299,902407,5677.95,33,2017-12-18
1300,904243,4191.24,23,2019-10-08
1301,27543,4004.4,155,2016-01-04
1302,815,3127.8,11,2012-09-06
1303,987648,1020.72,2,2015-12-17
1304,34744,1550.43,41,2015-04-29
1305,905606,11481.33,76,2020-09-30
1306,4071,2079.0,25,2014-10-21
1307,18620,8368.64,84,2016-06-29
1308,903467,6479.88,20,2012-10-23
1309,905142,4499.4,19,2014-05-23
1310,902900,1898.16,6,2013-07-25
1311,900419,2235.6,9,2019-08-28
1312,904772,463.14,3,2012-04-11
1313,52186,146872.03,3826,2019-02-28
1314,80687,205873.79,3347,2020-09-30
1315,40637,37340.17,904,2014-12-30
1316,40244,213840.0,2609,2020-08-21
1317,40359,177842.88,3155,2020-09-30
1318,58516,2769.0,80,2014-09-25
1319,33291,7660.69,180,2014-12-29
1320,56804,45218.46,811,2018-07-19
1321,40232,20802.81,181,2015-12-21
1322,36161,3226.29,20,2014-04-14
1323,14483,38020.77,734,2019-05-07
1324,3676,3663.57,27,2012-04-25
1325,957049,2818.56,8,2014-07-09
1326,933291,215.76,1,2015-09-02
1327,901301,513.04,8,2016-10-20
1328,100006,14586.66,151,2016-12-12
1329,901594,2858.16,23,2018-01-15
1330,904876,996.0,4,2014-05-06
1331,934561,2529.12,12,2016-12-27
1332,43410,396461.32,6612,2018-04-05
1333,76487,2034762.04,30078,2020-09-30
